
2022-10-20 23:19:16 | 5 * 5 = 25
2022-10-20 23:19:23 | Ошибка ввода данных
2022-10-20 23:19:25 | Ошибка ввода данных
2022-10-20 23:40:53 | 5 * 25 = 125
2022-10-20 23:41:05 | Ошибка ввода данных
2022-10-20 23:41:11 | Ошибка ввода данных
2022-10-20 23:42:26 | 25 + 5 = 30
2022-10-20 23:44:08 | 25 - 10 = 15
2022-10-20 23:44:16 | 15 * 2 = 30
2022-10-21 00:03:18 | [5] = 5
2022-10-21 00:05:10 | 25-10-5 = 10
2022-10-21 00:05:33 | 25 - 10 - 5 = 10
2022-10-21 00:15:32 | плио = плио
